Identifier,Fish ID,Feed,Position,Replicates,Fish_Type,Lipid_%,C4:0,C6:0,C8:0,C10:0,C11:0,C12:0,C14:0,C14:1,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1n9c,C18:1n9t,C18:2n6t,C18:2n6c,C18:3n6c,C18:3n3c,C20:0,C20:1n9,C20:2,C20:3n6,C20:4n6,C21:0,C20:3n3,C20:5n3,C22:0,C22:1n9,C22:2,C23:0,DPA,C22:6n3,C24:0,C24:1n9
S05_NQC1_R2,S05,A,NQC1,R2,Big,8.35,0,0,0,0,0,0.045224137,2.003808804,0.050980146,0.089696862,0.221012218,9.824975963,2.279083727,0.259435169,0.286794507,2.60758618,38.06015499,2.062041172,0.081730762,13.18434688,0.121041168,5.540929708,0.299892397,3.372261795,1.152863748,0.215606015,0.388749799,0.529175333,0.757943033,3.381353295,0.128920212,1.658125611,0.205122066,0.22718931,1.533370191,6.619488141,0,0.317893223
S05_NQC1_R3,S05,A,NQC1,R3,Big,6.95,0,0,0,0,0,0.054960905,1.988730933,0.050414582,0.084013253,0.187580883,9.930738589,2.253802489,0.258411439,0.284800191,2.278023231,37.7340118,2.088102443,0.080355452,13.2996971,0.126895505,5.635557803,0.299642446,3.392345599,1.183714495,0.233885956,0.41943889,0.532553737,0.776944507,3.497644572,0.122380405,1.645899054,0.092386332,0.237853488,1.524502095,7.238793159,0,0.333858247
S05_NQC2_R1,S05,A,NQC2,R1,Big,11.23,0,0.033442408,0,0,0,0.045036656,2.239772489,0.054807157,0.083076534,0.221869423,10.3146011,2.549413261,0.290810156,0.323659067,0.710116097,36.43167225,1.70954327,0.08811177,14.74433378,0.135907482,6.116334131,0.336452853,3.97335492,1.27550209,0.23405094,0.364049538,0.5876153,0.811101612,3.367862473,0.135218528,1.850301102,0.100596407,0.224328215,1.692763987,5.879948872,0.037479455,0.34795463
S05_NQC2_R2,S05,A,NQC2,R2,Big,13.39,0,0,0,0,0,0.043139378,2.183386455,0.053695087,0.083502292,0.223156194,10.02563999,2.493692793,0.283629845,0.317962411,1.168570521,37.73037013,1.761873341,0.088149131,14.41927264,0.131978737,5.971126575,0.327993739,3.896844479,1.246694673,0.229810611,0.345579446,0.573002443,0.793350447,3.254842885,0.12933732,1.807693248,0.09740431,0.214385426,1.604149016,5.507991349,0.03950269,0.333111162
S05_NQC2_R3,S05,A,NQC2,R3,Big,12.88,0,0,0,0,0,0.044110352,2.241932239,0.05354346,0.080269284,0.219877454,10.2684544,2.555153805,0.291931312,0.324423631,0.689941571,36.81399942,1.758454195,0.088440639,14.72825529,0.138735774,6.104349903,0.331856041,3.967228058,1.272333609,0.236518404,0.361467125,0.590086855,0.815323676,3.356245219,0.132003524,1.840480177,0.09825432,0.217867688,1.658410823,5.666020428,0.038933938,0.341259304
S05_F2_R1,S05,A,F2,R1,Big,10.29,0,0,0,0,0,0.069107532,2.035383324,0.049726041,0.077333881,0.209493053,9.746710995,2.308697761,0.268848768,0.300056772,2.740467999,37.76613213,1.418941645,0.095092964,13.64977955,0.08352119,5.7787256,0.304326395,3.40700709,1.197586948,0.233359972,0.376186058,0.540323019,0.787795343,3.571388866,0.12926158,1.704062284,0.280808763,0.230815649,1.653843008,6.302904646,0,0.305627451
S05_F2_R2,S05,A,F2,R2,Big,13.43,0,0,0,0,0,0.052422748,2.34628048,0.053509142,0.078220181,0.221465122,10.82275094,2.656844439,0.304752615,0.330069366,0.618470547,33.6309299,1.601917509,0.100994235,15.46077303,0.140467826,6.47601607,0.364276339,4.130630061,1.341672621,0.254178123,0.400005567,0.619926057,0.856420229,3.738130827,0.140279604,1.905198952,0.314646232,0.233209812,1.830513626,6.098639017,0.044394218,0.370571734
S05_F2_R3,S05,A,F2,R3,Big,13.98,0.162287163,0,0,0,0,0.042611471,2.26417312,0.053359697,0.069924804,0.203672487,10.60783858,2.571791802,0.292808362,0.32540773,0.700285399,35.06041284,1.773388433,0.098389003,14.97831096,0.093340262,6.23918462,0.34174961,3.953187102,1.271764996,0.242298222,0.389707521,0.593309935,0.819232869,3.575681588,0.134125233,1.833981916,0.309930607,0.228754792,1.784010722,5.951814251,0.044025119,0.314779616
S05_H_R1,S05,A,H,R1,Big,7.27,0.045680552,0,0,0,0.045388586,0.041739194,2.21181933,0.058216803,0.074657218,0.187672011,10.53683921,2.543989985,0.219532753,0.365989538,5.051873517,31.15835349,1.916196606,0.129472341,14.76836721,0.216167561,6.028254736,0.316019232,3.943236127,1.238862291,0.232828171,0.391290192,0.577983116,0.812132475,3.668505497,0.126145939,1.788192872,0.306006417,0.208616735,1.765307256,6.437126998,0,0.286365494
S05_H_R2,S05,A,H,R2,Big,6.51,0,0,0,0,0.031617423,0.042458926,2.392594781,0.060429596,0.075325567,0.197520661,10.96082303,2.719635719,0.231941184,0.376459593,9.456336107,25.13830303,1.645992719,0.133211995,15.56277755,0.228436363,6.388105939,0.328782224,4.122927542,1.307470171,0.235445739,0.368961175,0.617934365,0.845527005,3.695268129,0.133789268,1.859193172,0.324701286,0.206873625,1.734730832,5.880787713,0,0.300386994
S05_H_R3,S05,A,H,R3,Big,7.39,0.040855316,0,0,0,0.038886003,0.041317053,2.243900218,0.061396088,0.07632785,0.1869337,10.43013145,2.60147575,0.221796851,0.360771531,6.093180428,29.85209423,1.757651857,0.132183468,15.05153167,0.222943074,6.162647024,0.318017706,4.016515931,1.270619938,0.234761707,0.373330128,0.595305074,0.834900641,3.715983448,0.133083009,1.841423988,0.321536128,0.210158954,1.780948155,6.157802635,0,0.29738471
S05_T_R1,S05,A,T,R1,Big,3.69,0.134330145,0,0,0,0,0.12479656,1.598989917,0,0,0.176143933,11.85032605,1.746760171,0.144481613,0.343589873,3.670536032,30.80413661,2.301074,0,10.07004856,0.162251827,4.385438079,0.251799407,2.635320203,0.943286747,0.22438308,0.822526122,0.444127968,0.688887644,4.536919446,0.096102773,1.221915662,0.248760023,0.356463359,1.862077485,15.75818512,0,0.404097265
S05_T_R2,S05,A,T,R2,Big,2.28,0.289166412,0,0,0,0,0,1.596715684,0,0.29099571,0.306125434,12.16902598,1.723304617,0,0.416405234,4.245039938,30.01770991,2.341006883,0,9.850204158,0,4.30312349,0.279539713,2.635235788,0.970338614,0.253994219,0.855436475,0.463052138,0.705595331,4.624703982,0,1.228271982,0.299427575,0.374589118,1.883017932,15.97548235,0,0.326379066
S05_T_R3,S05,A,T,R3,Big,2.93,0.195947496,0,0,0,0,0.160239352,1.538800412,0.187119897,0.217931868,0.314910086,11.66702012,1.708987324,0.143818316,0.371890741,3.788122291,30.7423816,2.328403566,0,9.96552543,0.158601684,4.355692458,0.246132173,2.6307659,0.955495681,0.253161369,0.832540174,0.441158396,0.683223719,4.571069752,0,1.214041083,0.272605975,0.356495762,1.862298566,15.58726441,0,0.338187763
S06_NQC1_R1,S06,A,NQC1,R1,Big,6.85,0,0,0,0,0,0,1.934361917,0.055468341,0.080393478,0.184515911,9.977432777,2.206489902,0.245905705,0.266717811,2.503331452,37.86948413,2.289353859,0.08573839,12.55421295,0.123581344,5.291390772,0.295381732,3.304077631,1.133064746,0.224374005,0.434443316,0.504195065,0.768072297,3.692074278,0.132304012,1.729212887,0.202988058,0.26691604,1.542924269,7.276710103,0,0.316297258
S06_NQC1_R2,S06,A,NQC1,R2,Big,6.82,0,0,0,0,0,0,1.94288432,0.05717193,0.08792235,0.202551104,10.00089035,2.217431035,0.246508673,0.268938943,2.249628308,37.99627428,2.23441113,0.086359327,12.57490448,0.13888171,5.305797044,0.298329065,3.348785036,1.159143766,0.247750008,0.441068194,0.51623326,0.785101867,3.751606865,0.11784748,1.753364911,0.270453879,0.266085384,1.430591161,7.088120038,0,0.345652101
S06_NQC1_R3,S06,A,NQC1,R3,Big,8.32,0.054394424,0,0,0,0.054964183,0.039968838,2.027919541,0.073145826,0.173305923,0.092380676,10.02901693,2.411542033,0.197689887,0.193916647,3.296478198,35.22065082,1.945522387,0.125201979,13.61331889,0.211373493,5.587370649,0.289355389,3.785237497,1.179205693,0.237648836,0.397354471,0.532378285,0.829252455,3.840961819,0.125188882,1.850766867,0.297822068,0.242040087,1.569851132,6.814735649,0,0.306255789
S06_NQC2_R1,S06,A,NQC2,R1,Big,13.84,0,0,0,0,0,0,2.039208683,0.050364385,0.073261484,0.171368656,9.481746591,2.378511895,0.262224177,0.276558096,1.912815478,39.76101974,2.163447851,0.086371541,13.32569732,0.123130883,5.518125596,0.312664969,3.523514827,1.193028098,0.228194734,0.326759671,0.518786454,0.796133458,3.299001451,0.134948343,1.882789728,0.197461735,0.230613428,1.441188472,5.342362536,0,0.346656713
S06_NQC2_R2,S06,A,NQC2,R2,Big,11.16,0,0,0,0,0,0.043608291,2.078642275,0.051202561,0.080535202,0.209667078,9.815509283,2.408583268,0.263813428,0.289507126,1.865819264,38.50233572,1.878123434,0.091305265,13.50786951,0.127042508,5.559896012,0.312641145,3.609330662,1.198347106,0.232893604,0.359685834,0.530716942,0.809941631,3.454082175,0.131612151,1.923503406,0.204719526,0.242877731,1.401131625,5.826752409,0.045191764,0.360375804
S06_NQC2_R3,S06,A,NQC2,R3,Big,10.51,0,0,0,0,0,0.042571622,2.128676141,0.050268756,0.077774235,0.213287647,10.24584427,2.454186181,0.273455104,0.299744382,1.898872489,35.83542595,1.968343017,0.089054843,13.749766,0.129159535,5.736642958,0.327546562,3.935838067,1.251230886,0.248881234,0.371183552,0.548054812,0.843417029,3.633276195,0.140074136,1.977319309,0.306669642,0.253761909,1.505349319,6.155046592,0.049513778,0.392346878
S06_F2_R1,S06,A,F2,R1,Big,15.49,0,0,0,0,0,0.042113956,2.257442694,0.052064928,0.079409527,0.203744246,10.44018656,2.597658029,0.290854161,0.321007303,2.996829954,33.98290519,1.647729795,0.088285346,14.67663256,0.143830547,6.070476074,0.327890608,3.928418078,1.224974915,0.265229086,0.357653194,0.547410787,0.856156478,3.611525587,0.13263641,1.944708948,0.388462784,0.241811967,1.558368978,5.670576997,0,0.309078724
S06_F2_R2,S06,A,F2,R2,Big,18.29,0.12246252,0,0,0,0,0.041566591,2.319603766,0.055492935,0.068685946,0.212230641,10.43688597,2.688637877,0.298501218,0.305622135,7.398902731,28.03701668,1.513351385,0.097092201,15.00608763,0.137442562,6.165813336,0.329519845,4.144531555,1.315996823,0.249511118,0.349085115,0.591761685,0.884159606,3.731182594,0.137514873,2.03645128,0.322111767,0.24753573,1.620233087,6.023712928,0.017552864,0.349112425
S06_F2_R3,S06,A,F2,R3,Big,15.67,0.189367978,0.027173171,0,0,0,0.048312042,2.51732963,0.058868254,0.076331312,0.224963047,11.22366946,2.874216584,0.327828847,0.336684807,0.823895394,30.86756364,1.56738063,0.101313015,16.0577483,0.148067104,6.706976291,0.341239416,4.166164945,1.325511472,0.290428944,0.378163881,0.597105845,0.946590715,3.964144884,0.136209597,2.027537192,0.338336679,0.239013988,1.782053279,5.93112681,0.036014964,0.313019662
S06_H_R1,S06,A,H,R1,Big,6.97,0,0,0,0,0,0.036114154,2.204718509,0.078538641,0.180038831,0.062538496,10.0359642,2.708680571,0.22785847,0.344824489,6.347982468,30.01627313,0.169422783,0.139804768,15.46002204,0.23767865,6.175354231,0.309976447,4.179544442,1.321719526,0.260318671,0.370282079,0.588960901,0.935079322,3.993079871,0.141463345,2.122393051,0.340784566,0.24045595,1.676691836,6.119791245,0,0.354505321
S06_H_R2,S06,A,H,R2,Big,6.52,0.046090159,0,0,0,0.040595739,0.039796059,2.074216151,0.074927508,0.176035674,0.108224806,10.36597441,2.46029755,0.199341585,0.337531569,4.314186391,32.64212481,1.710114261,0.133447471,14.09564146,0.21403508,5.648985156,0.304525542,3.994681092,1.214272026,0.246130201,0.417007191,0.533040494,0.839080783,3.905270949,0.132062887,2.015691408,0.305275579,0.246016703,1.589417784,6.872239708,0,0.362367284
S06_H_R3,S06,A,H,R3,Big,7.12,0.071205712,0,0,0,0.060553841,0,1.863606523,0.070127051,0.165464973,0.142770463,9.752664936,2.21577629,0.178605011,0.189794261,2.780800444,37.00063086,2.140915913,0,12.65104698,0.203046617,5.261723335,0.275241165,3.520245748,1.109716057,0.239759655,0.44319396,0.498304338,0.80953979,4.122913877,0.120422294,1.735955564,0.287073698,0.261334401,1.592976271,7.68211991,0,0.292364752
S06_T_R1,S06,A,T,R1,Big,2.93,0,0,0,0,0,0,1.690091367,0.081878335,0.173034811,0.205166352,11.2921297,1.912594386,0.146904499,0.193252372,2.931862892,33.73125501,2.424172431,0,10.93979793,0.181831721,4.674310196,0.237941631,2.897254624,0.987012435,0.258442368,0.665268576,0.435190799,0.746583203,4.838910816,0.111039081,1.513544232,0.251679444,0.338160649,1.720153814,12.02876562,0,0.405292102
S06_T_R2,S06,A,T,R2,Big,4.41,0.068561021,0,0,0,0.055599904,0,1.95782004,0.074793633,0.175440373,0.090629779,10.34628025,2.316307218,0.183430115,0.198114559,2.911847124,37.03370463,2.188863851,0.05314978,13.12333542,0.204094323,5.341520839,0.277451659,3.519589827,1.05774369,0.234961164,0.39953801,0.476273593,0.739851536,3.546578816,0.139143872,1.784040828,0.271158993,0.247881552,1.482182552,6.93934824,0,0.3378965
S06_T_R3,S06,A,T,R3,Big,2.75,0.168270718,0,0,0,0,0.151913863,1.650389624,0.078402094,0.174282526,0.250956029,11.00419907,1.930962162,0.160803649,0.086796561,3.382770429,33.69450868,2.484432092,0,11.14047909,0.185062823,4.812503887,0.250913571,2.80589894,0.962904456,0.24782335,0.656687544,0.446033601,0.759685333,4.648103399,0.099939626,1.472299142,0.295403468,0.376613307,1.751652329,11.29097575,0,0.383553491
S07_NQC1_R1,S07,B,NQC1,R1,Small,6.4,0.111704049,0.084351558,0,0,0,0,4.212708223,0.142053011,0.148758337,0.324738149,13.70292673,4.435611768,0.635053587,0.554480926,3.637346408,16.53556477,2.177778562,0.194475328,10.32502781,0.367362789,3.268422689,0.215989642,4.905967562,0.714365171,0.188912973,0.513130006,0.299493791,1.413117917,6.65767283,0,5.02563479,0.477990398,0.246907889,2.665511579,10.43585655,0.065646659,0.532954249
S07_NQC1_R2,S07,B,NQC1,R2,Small,11.37,0.060887635,0.042845056,0,0,0.047040899,0.05930917,4.405154177,0.142352124,0.152674648,0.295361919,13.34057669,4.681601202,0.662634324,0.550628982,3.276378415,16.99049134,2.131949676,0.17779144,11.14256227,0.354133445,3.526472957,0.183993826,5.74089234,0.728618566,0.180502297,0.441935387,0.298913362,1.414192832,6.469455311,0,5.260324847,0.495647443,0.20463627,2.721638784,8.717198299,0.068141627,0.494132047
S07_NQC1_R3,S07,B,NQC1,R3,Small,10.45,0,0.052200526,0,0,0,0.060429228,4.47871002,0.153523364,0.145718015,0.30644748,13.33940771,4.713293239,0.667278955,0.559781254,3.374665515,17.22589904,2.234596656,0.180052146,11.11309347,0.351580509,3.524388505,0.200924391,5.132618457,0.741129053,0.180244065,0.455328113,0.303278191,1.423895001,6.612560784,0.076403769,5.233806844,0.502844197,0.222174403,2.704339625,8.683473977,0.075432835,0.490833196
S07_NQC2_R1,S07,B,NQC2,R1,Small,14.46,0.046752059,0.036842015,0,0,0.073906792,0.059331623,4.46208245,0.154440413,0.129150607,0.297275465,13.03044903,4.905349756,0.71534948,0.600280331,3.21646491,17.04852691,2.068059674,0.170668572,11.68629171,0.374489776,3.618406467,0.184248525,5.710349799,0.720207792,0.187190639,0.415450443,0.29507985,1.419287506,6.460698411,0.032041774,4.878650486,0.502096714,0.211718134,2.844711818,8.081164562,0.072446721,0.464545978
S07_NQC2_R2,S07,B,NQC2,R2,Small,5.95,0.079451163,0.08908384,0,0,0,0,4.187374538,0.14626652,0.123671206,0.321303711,13.83368479,4.375808196,0.620868251,0.533252762,3.619846538,16.48007083,2.294459661,0.193883841,10.45059637,0.349990754,3.285893161,0.19935193,4.891604598,0.727143614,0.183262436,0.525739405,0.287748907,1.350928316,6.547157674,0.031815517,4.981339783,0.463843628,0.237577096,2.747847025,10.44419716,0.06109303,0.49331293
S07_NQC2_R3,S07,B,NQC2,R3,Small,6.92,0.23988666,0.035211861,0.006781381,0,0.013633495,0.064288389,4.56246453,0.152637325,0.132265977,0.299311761,13.21718806,4.778178848,0.688872969,0.579271354,3.445148492,16.67178924,2.124218114,0.173676826,11.19866223,0.367018569,3.543454631,0.168935653,5.620628865,0.725144695,0.178079536,0.416821632,0.302068526,1.425694209,6.64209322,0.031705316,5.020140361,0.498052024,0.200546583,2.766699687,8.027552932,0.066237633,0.462906682
S07_F2_R1,S07,B,F2,R1,Small,16.59,0.078772013,0.028639672,0,0,0,0.061987774,4.62919773,0.161058763,0.14788019,0.296518585,13.96083642,4.944811663,0.644200147,0.587514828,3.805941409,14.94984113,1.836264247,0.218393832,11.91513951,0.374560216,3.618324796,0.151711435,5.891838829,0.737850329,0.174074662,0.392097251,0.320616072,1.445061888,6.767622175,0.022593972,5.392333403,0.569403395,0.189500111,2.876566005,7.696329528,0.034756638,0.423236427
S07_F2_R2,S07,B,F2,R2,Small,15.93,0.093852313,0.033522997,0,0,0.031953109,0.065629091,4.750317878,0.171604711,0.151921328,0.298857131,13.48693306,5.017376495,0.720741101,0.600400233,3.429879,15.88113763,1.946212823,0.217946391,11.89336432,0.374888804,3.686657221,0.147336668,5.557450043,0.707187017,0.173259911,0.406566083,0.34436679,1.448089735,6.880161137,0.025280672,4.811491572,0.598389765,0.266054815,2.855716132,7.654429222,0.068381186,0.399606134
S07_F2_R3,S07,B,F2,R3,Small,17.45,0.089020789,0.028014504,0,0,0.022784304,0.063078019,4.783035781,0.16715718,0.151424244,0.307105321,14.11924062,5.073985693,0.704734133,0.60016592,4.060437754,13.94196572,1.768690374,0.21924239,12.10213684,0.377478226,3.701588032,0.148514422,5.849985475,0.735915199,0.174182338,0.396325205,0.329580627,1.46729681,6.886364648,0.020202201,5.272849661,0.589803021,0.226517187,2.890911788,7.455371013,0.040381611,0.429405776
S07_H_R1,S07,B,H,R1,Small,7.43,0.172791353,0.072727272,0,0,0,0.068875549,4.202172106,0.138508378,0.123119598,0.324012023,13.78586165,4.471334788,0.64525873,0.549671143,3.400688707,16.51631759,2.242061436,0.188092016,10.59066102,0.373339165,3.347586059,0.225427647,4.909751673,0.714050434,0.181009189,0.487722154,0.298468578,1.385087552,6.748429821,0,4.988044876,0.482852975,0.234316832,2.766721081,10.21443524,0.068472958,0.50291251
S07_H_R2,S07,B,H,R2,Small,6.2,0.213125168,0,0,0,0.078724601,0,4.182281436,0.152342492,0.14022273,0.315611439,13.85102994,4.383096198,0.625106437,0.531507595,3.469006867,16.22373359,2.240841417,0.185332207,10.4773953,0.344339801,3.292053278,0.17588663,4.773603758,0.695401271,0.179297115,0.498420844,0.273176806,1.391547722,6.845132953,0,4.869614571,0.47046148,0.233917064,2.872589366,11.12860612,0.066608805,0.523618469
S07_H_R3,S07,B,H,R3,Small,9.41,0.154765515,0.054007389,0,0,0.056389122,0.064531736,4.268901772,0.140648194,0.123787277,0.295429796,13.48321207,4.608344961,0.66649551,0.561618137,3.553168555,16.80304967,2.159408194,0.18297277,10.99521196,0.365539633,3.496122299,0.191752942,5.114348882,0.727138159,0.184989677,0.452295219,0.29567088,1.395699674,6.637874792,0,5.072531104,0.490314112,0.214131179,2.709849415,9.357951857,0.062223732,0.484550194
S07_T_R1,S07,B,T,R1,Small,4.21,0.422739253,0.185830212,0,0,0,0.348316578,3.420778265,0.170376845,0,0.41374214,15.06867709,3.54159453,0.503526958,0.50643896,4.21323913,13.63117614,2.128835836,0.196156483,8.385803783,0.31337541,2.646303223,0.215353676,4.007716035,0.679443158,0.195975262,0.840346299,0.268810435,1.228148717,7.176037701,0,4.150988699,0.40431018,0.285706508,2.975619955,17.07459681,0,0.740692469
S07_T_R2,S07,B,T,R2,Small,5.71,0,0,0,0,0,0,3.243682237,0,0.179428746,0.358486544,15.37043766,3.521304758,0.486810336,0.479318984,4.198275119,13.66310086,2.236905249,0.187825811,8.762197315,0.320284644,2.694996057,0.177091132,4.081901071,0.718370752,0.186890515,0.7865114,0.274333113,1.286740294,7.232971207,0,4.106710213,0.459823547,0.300787645,2.973179841,17.18206297,0,0.755668522
S07_T_R3,S07,B,T,R3,Small,3.01,0.282670105,0,0,0,0,0,3.395748375,0,0.244451094,0.456244744,15.16114425,3.492618538,0.483297301,0.461281035,4.447292904,12.67182518,2.039087753,0.179569201,8.241072363,0.311614554,2.574471173,0.379447846,4.007656574,0.722481562,0.186495146,1.029318499,0.309566724,1.2974256,7.085510492,0.393302973,4.169422973,0.445669672,0.41636539,2.674714763,17.63859972,0,0.554826896
S08_NQC1_R1,S08,B,NQC1,R1,Small,6.77,0,0,0,0,0,0.055871291,4.011226235,0.140068158,0.143426664,0.288842409,13.39919943,4.277963184,0.586036057,0.489857811,3.582832948,16.38694275,2.216203998,0.191393261,11.31220032,0.340209923,3.397548689,0.189910904,5.040471862,0.832026875,0.195457059,0.474637003,0.330981001,1.359862702,6.099830094,0.034764791,5.424957507,0.464322909,0.249039267,2.722217803,10.28516449,0.076389254,0.489859602
S08_NQC1_R2,S08,B,NQC1,R2,Small,8.42,0,0,0,0,0,0.057153622,4.144748008,0.14156181,0.150814293,0.287111624,12.96629236,4.440564982,0.608133106,0.49436143,3.349143172,17.06695315,2.142917457,0.185980822,11.78607444,0.338409391,3.517624215,0.172539225,5.098105501,0.833122744,0.183986692,0.431439885,0.332606351,1.389367153,6.080875234,0,5.377692814,0.472895819,0.230850944,2.830267527,9.450058731,0.075042063,0.47852384
S08_NQC1_R3,S08,B,NQC1,R3,Small,7.86,0,0.056145119,0,0,0,0.060127795,4.1020567,0.137442819,0.148936496,0.296421917,13.16405032,4.380659692,0.595485512,0.4884531,3.446025531,16.76686215,2.135195727,0.188672595,11.58918541,0.332661729,3.470673042,0.172966747,5.072711101,0.82458969,0.179497489,0.440131065,0.323351047,1.380480351,6.071534555,0,5.381870957,0.461065502,0.234284306,2.78091976,9.813335374,0.088911823,0.526834901
S08_NQC2_R1,S08,B,NQC2,R1,Small,10.96,0,0,0,0,0,0.057534714,4.272500826,0.146461951,0.139350659,0.292475436,12.86204979,4.557639642,0.616620567,0.489106312,3.089769339,16.91270498,2.170171712,0.183424403,12.02197615,0.333032461,3.532335979,0.161355184,5.945433902,0.842348917,0.176486002,0.396338838,0.324121802,1.396327736,6.030799116,0,5.544801495,0.47820609,0.217613072,2.77222004,8.673004011,0.082327387,0.49214893
S08_NQC2_R2,S08,B,NQC2,R2,Small,9.93,0,0,0,0,0,0.059885282,4.206447535,0.152131709,0.156820864,0.299266302,12.90794816,4.499376793,0.607627249,0.496659514,3.135174998,17.55388056,2.125276831,0.189280561,12.00396145,0.323014451,3.522592553,0.164143386,5.343553487,0.856613329,0.176627006,0.405611489,0.31655852,1.377510453,5.994199502,0,5.63514711,0.474274268,0.212530515,2.649754424,8.989466082,0.082501984,0.492464515
S08_NQC2_R3,S08,B,NQC2,R3,Small,12.54,0,0,0,0,0,0.058854005,4.245454107,0.156790971,0.142979448,0.291737513,12.88758538,4.558017775,0.619731097,0.496733858,3.219867657,16.93185691,2.073536032,0.182439181,11.85523613,0.326400098,3.548073666,0.158600248,5.936186709,0.846433515,0.17392382,0.405807923,0.322240226,1.394668135,6.25985356,0,5.552868217,0.484229695,0.206415195,2.778691454,8.686481927,0.077826518,0.490402196
S08_F2_R1,S08,B,F2,R1,Small,20.69,0.034407973,0,0,0,0.027675354,0.069503279,4.738690014,0.155586157,0.145474909,0.312981841,13.77020524,4.858150012,0.670578425,0.526008399,2.61929481,15.92563897,1.859520072,0.218067606,12.50971061,0.335028263,3.799256646,0.163495871,5.990812646,0.862518001,0.178266588,0.393301967,0.339458595,1.455615874,6.338019727,0.044466386,5.446416301,0.488861877,0.203062943,2.54661125,7.97020232,0.069586511,0.449201339
S08_F2_R2,S08,B,F2,R2,Small,22,0,0,0,0,0.02492799,0.063776519,4.75124483,0.161093254,0.163252137,0.310677548,13.80082731,4.970603567,0.685049783,0.53787492,3.403549914,13.67734437,1.484727203,0.224162368,12.84478145,0.352919104,3.867958869,0.171853293,6.440211569,0.912087147,0.185785541,0.372247011,0.355983892,1.504606058,6.501248868,0.025727819,6.044431649,0.51285214,0.225324571,2.29297424,7.953139729,0.077552612,0.500594546
S08_F2_R3,S08,B,F2,R3,Small,22.68,0,0,0,0,0,0.062746933,4.731081371,0.166984377,0.164322394,0.313301543,13.8862892,4.989875296,0.682888238,0.535837893,1.417238555,14.05411267,1.521572323,0.235476859,12.93926324,0.352791679,3.857273875,0.170923589,6.454635103,0.914716508,0.183093809,0.372417066,0.34969298,1.50677358,6.659931772,0.028548975,6.040936583,0.519247619,0.18323554,2.931919552,8.202347267,0.081668761,0.506783872
S08_H_R1,S08,B,H,R1,Small,6.12,0,0,0,0,0,0.056437327,4.109944056,0.157027298,0.137800586,0.298161113,14.0569225,4.466463468,0.614259328,0.514063379,3.589665612,16.90795633,2.325174964,0.189093192,11.77962027,0.340735193,3.491769386,0.191977912,0.702819876,0.853032194,0.190532198,0.482266767,0.320546505,1.419844181,6.774638397,0.054281917,5.490154228,0.486941566,0.244494554,3.086832086,11.38486037,0.075523426,0.510336614
S08_H_R2,S08,B,H,R2,Small,4.21,0,0,0,0,0,0,3.753174545,0.145801924,0.126901159,0.347037773,13.87409101,4.03202199,0.562931343,0.494381314,3.591882592,15.34739454,2.167274594,0.179595048,10.68179279,0.323457423,3.173599216,0.235898184,4.808130148,0.800953078,0.191538859,0.541642272,0.308401156,1.33304056,6.555329506,0.114184127,5.219683814,0.457519766,0.282011015,2.935347075,12.24342057,0.095051341,0.521555623
S08_H_R3,S08,B,H,R3,Small,5.31,0,0.09072715,0,0,0,0,3.753966785,0.145126598,0.127756951,0.332151733,13.62029292,4.072692821,0.570451592,0.487194961,3.60088435,16.16712129,2.171419917,0.167818494,10.83148658,0.325123149,3.324183682,0.241670287,4.652936493,0.810303729,0.197044733,0.562007073,0.338318209,1.337976486,6.480736104,0.162579915,4.902762103,0.465702623,0.304765112,2.765113765,11.73630134,0.109293262,0.483362697
S08_T_R1,S08,B,T,R1,Small,2.31,0,0,0,0,0,0.179267813,3.430542281,0.154264353,0,0.359210698,14.75768884,3.573494875,0.483241326,0.439334719,3.98043866,13.50777416,2.087151962,0.186098851,9.390484775,0.296688882,2.900608575,0.269864607,4.114970626,0.792294807,0.184634491,0.779861016,0.313370189,1.272757414,6.878700082,0.157405067,4.361315152,0.434471493,0.378384924,2.366185046,17.53478318,0,0.66145676
S08_T_R2,S08,B,T,R2,Small,2.4,0,0,0,0,0,0.210603841,3.437567522,0,0,0.362742942,14.77737578,3.633664136,0.500200011,0.455839465,4.059280774,13.54316903,2.156992442,0.201667368,9.494895508,0.318765246,2.922007189,0.205682083,4.18395354,0.78030761,0.185363551,0.684121558,0.307211805,1.336219981,6.790971648,0,4.476819359,0.403875862,0.318373257,2.793223607,17.31213549,0,0.671163072
S08_T_R3,S08,B,T,R3,Small,2.17,0,0,0,0,0,0,3.159449331,0,0,0.358650909,15.14752444,3.313201967,0.43857938,0.436347505,4.115081962,12.87508137,2.099314705,0.187799999,9.018583289,0.284041163,2.795512962,0.210431109,3.982359154,0.764621526,0.182067234,0.737961821,0.285655658,1.227667606,6.938574284,0,4.294987331,0.403044764,0.294549521,2.819843651,19.46243218,0,0.678299615
S09_NQC1_R1,S09,B,NQC1,R1,Small,3.37,0,0,0,0,0,0,3.540002396,0.167479894,0.126184189,0.300450524,13.33655109,3.996194809,0.585125245,0.527547371,3.759744303,15.87051364,2.099729724,0.1606001,9.984076743,0.334793609,3.007537726,0.214860182,4.398121245,0.670472692,0.198547443,0.606517042,0.256320537,1.385696232,6.971392767,0.102179861,4.223746539,0.471957793,0.304724598,3.235976299,13.92678349,0.110867923,0.572414999
